sex,age_month,height,percentile
f,19,79.7,25
f,19,81.7,50
f,19,83.7,75
f,19,84.8,85
f,19,85.5,90
f,19,86.6,95
f,19,87.3,97
f,19,88.6,99
f,20,75.7,1
f,20,77,3
f,20,77.7,5
f,20,78.8,10
f,20,79.6,15
f,20,80.7,25
f,20,82.7,50
f,20,84.7,75
f,20,85.8,85
f,20,86.6,90
f,20,87.7,95
f,20,88.4,97
f,20,89.7,99
f,21,76.5,1
f,21,77.9,3
f,21,78.6,5
f,21,79.7,10
f,21,80.5,15
f,21,81.6,25
f,21,83.7,50
f,21,85.7,75
f,21,86.8,85
f,21,87.6,90
f,21,88.7,95
f,21,89.4,97
f,21,90.8,99
f,22,77.3,1
f,22,78.7,3
f,22,79.5,5
f,22,80.6,10
f,22,81.4,15
f,22,82.5,25
f,22,84.6,50
f,22,86.7,75
f,22,87.8,85
f,22,88.6,90
f,22,89.7,95
f,22,90.5,97
f,22,91.9,99
f,23,78.1,1
f,23,79.6,3
f,23,80.3,5
f,23,81.5,10
f,23,82.2,15
f,23,83.4,25
f,23,85.5,50
f,23,87.7,75
f,23,88.8,85
f,23,89.6,90
f,23,90.7,95
f,23,91.5,97
f,23,92.9,99
f,24,78.2,1
f,24,79.6,3
f,24,80.4,5
f,24,81.6,10
f,24,82.4,15
f,24,83.5,25
f,24,85.7,50
f,24,87.9,75
f,24,89.1,85
f,24,89.9,90
f,24,91,95
f,24,91.8,97
f,24,93.2,99
f,25,79,1
f,25,80.4,3
f,25,81.2,5
f,25,82.4,10
f,25,83.2,15
f,25,84.4,25
f,25,86.6,50
f,25,88.8,75
f,25,90,85
f,25,90.8,90
f,25,92,95
f,25,92.8,97
f,25,94.2,99
f,26,79.7,1
f,26,81.2,3
f,26,82,5
f,26,83.2,10
f,26,84,15
f,26,85.2,25
f,26,87.4,50
f,26,89.7,75
f,26,90.9,85
f,26,91.7,90
f,26,92.9,95
f,26,93.7,97
f,26,95.2,99
f,27,80.4,1
f,27,81.9,3
f,27,82.7,5
f,27,83.9,10
f,27,84.8,15
f,27,86,25
f,27,88.3,50
f,27,90.6,75
f,27,91.8,85
f,27,92.6,90
f,27,93.8,95
f,27,94.6,97
f,27,96.1,99
f,28,81.1,1
f,28,82.6,3
f,28,83.5,5
f,28,84.7,10
f,28,85.5,15
f,28,86.8,25
f,28,89.1,50
f,28,91.4,75
f,28,92.7,85
f,28,93.5,90
f,28,94.7,95
f,28,95.6,97
f,28,97.1,99
f,29,81.8,1
f,29,83.4,3
f,29,84.2,5
f,29,85.4,10
f,29,86.3,15
f,29,87.6,25
f,29,89.9,50
f,29,92.2,75
f,29,93.5,85
f,29,94.4,90
f,29,95.6,95
f,29,96.4,97
f,29,98,99
f,30,82.5,1
f,30,84,3
f,30,84.9,5
f,30,86.2,10
f,30,87,15
f,30,88.3,25
f,30,90.7,50
f,30,93.1,75
f,30,94.3,85
f,30,95.2,90
f,30,96.5,95
f,30,97.3,97
f,30,98.9,99
f,31,83.1,1
f,31,84.7,3
f,31,85.6,5
f,31,86.9,10
f,31,87.7,15
f,31,89,25
f,31,91.4,50
f,31,93.9,75
f,31,95.2,85
f,31,96,90
f,31,97.3,95
f,31,98.2,97
f,31,99.8,99
f,32,83.8,1
f,32,85.4,3
f,32,86.2,5
f,32,87.5,10
f,32,88.4,15
f,32,89.7,25
f,32,92.2,50
f,32,94.6,75
f,32,95.9,85
f,32,96.8,90
f,32,98.2,95
f,32,99,97
f,32,100.6,99
f,33,84.4,1
f,33,86,3
f,33,86.9,5
f,33,88.2,10
f,33,89.1,15
f,33,90.4,25
f,33,92.9,50
f,33,95.4,75
f,33,96.7,85
f,33,97.6,90
f,33,99,95
f,33,99.8,97
f,33,101.5,99
f,34,85,1
f,34,86.7,3
f,34,87.5,5
f,34,88.9,10
f,34,89.8,15
f,34,91.1,25
f,34,93.6,50
f,34,96.2,75
f,34,97.5,85
f,34,98.4,90
f,34,99.8,95
f,34,100.6,97
f,34,102.3,99
f,35,85.6,1
f,35,87.3,3
f,35,88.2,5
f,35,89.5,10
f,35,90.5,15
f,35,91.8,25
f,35,94.4,50
f,35,96.9,75
f,35,98.3,85
f,35,99.2,90
f,35,100.5,95
f,35,101.4,97
f,35,103.1,99
f,36,86.4,1
f,36,88.1,3
f,36,89,5
f,36,90.4,10
f,36,91.4,15
f,36,92.8,25
f,36,95.4,50
f,36,98.1,75
f,36,99.5,85
f,36,100.5,90
f,36,102,95
f,36,103,97
f,36,104.8,99
f,37,87,1
f,37,88.7,3
f,37,89.6,5
f,37,90.9,10
f,37,91.9,15
f,37,93.3,25
f,37,95.9,50
f,37,98.6,75
f,37,100.1,85
f,37,101.1,90
f,37,102.6,95
f,37,103.5,97
f,37,105.4,99
f,38,87.5,1
f,38,89.2,3
f,38,90.1,5
f,38,91.5,10
f,38,92.4,15
f,38,93.8,25
f,38,96.5,50
f,38,99.2,75
f,38,100.6,85
f,38,101.6,90
f,38,103.1,95
f,38,104.1,97
f,38,106,99
f,39,88,1
f,39,89.7,3
f,39,90.6,5
f,39,92,10
f,39,93,15
f,39,94.4,25
f,39,97,50
f,39,99.7,75
f,39,101.2,85
f,39,102.2,90
f,39,103.7,95
f,39,104.7,97
f,39,106.5,99
f,40,88.6,1
f,40,90.2,3
f,40,91.1,5
f,40,92.5,10
f,40,93.5,15
f,40,94.9,25
f,40,97.6,50
f,40,100.3,75
f,40,101.8,85
f,40,102.8,90
f,40,104.3,95
f,40,105.3,97
f,40,107.1,99
f,41,89.1,1
f,41,90.8,3
f,41,91.7,5
f,41,93.1,10
f,41,94,15
f,41,95.4,25
f,41,98.1,50
f,41,100.8,75
f,41,102.3,85
f,41,103.3,90
f,41,104.8,95
f,41,105.8,97
f,41,107.7,99
f,42,89.6,1
f,42,91.3,3
f,42,92.2,5
f,42,93.6,10
f,42,94.5,15
f,42,96,25
f,42,98.6,50
f,42,101.4,75
f,42,102.9,85
f,42,103.9,90
f,42,105.4,95
f,42,106.4,97
f,42,108.3,99
f,43,90.1,1
f,43,91.8,3
f,43,92.7,5
f,43,94.1,10
f,43,95.1,15
f,43,96.5,25
f,43,99.2,50
f,43,101.9,75
f,43,103.4,85
f,43,104.5,90
f,43,106,95
f,43,107,97
f,43,108.9,99
f,44,90.7,1
f,44,92.4,3
f,44,93.3,5
f,44,94.7,10
f,44,95.6,15
f,44,97,25
f,44,99.7,50
f,44,102.5,75
f,44,104,85
f,44,105,90
f,44,106.5,95
f,44,107.6,97
f,44,109.5,99
f,45,91.2,1
f,45,92.9,3
f,45,93.8,5
f,45,95.2,10
f,45,96.1,15
f,45,97.6,25
f,45,100.3,50
f,45,103,75
f,45,104.5,85
f,45,105.6,90
f,45,107.1,95
f,45,108.1,97
f,45,110.1,99
f,46,91.7,1
f,46,93.4,3
f,46,94.3,5
f,46,95.7,10
f,46,96.7,15
f,46,98.1,25
f,46,100.8,50
f,46,103.6,75
f,46,105.1,85
f,46,106.1,90
f,46,107.7,95
f,46,108.7,97
f,46,110.6,99
f,47,92.2,1
f,47,93.9,3
f,47,94.8,5
f,47,96.2,10
f,47,97.2,15
f,47,98.6,25
f,47,101.4,50
f,47,104.1,75
f,47,105.7,85
f,47,106.7,90
f,47,108.3,95
f,47,109.3,97
f,47,111.2,99
f,48,92.8,1
f,48,94.5,3
f,48,95.4,5
f,48,96.8,10
f,48,97.7,15
f,48,99.2,25
f,48,101.9,50
f,48,104.7,75
f,48,106.2,85
f,48,107.3,90
f,48,108.8,95
f,48,109.8,97
f,48,111.8,99
f,49,93.3,1
f,49,95,3
f,49,95.9,5
f,49,97.3,10
f,49,98.3,15
f,49,99.7,25
f,49,102.4,50
f,49,105.2,75
f,49,106.8,85
f,49,107.8,90
f,49,109.4,95
f,49,110.4,97
f,49,112.4,99
f,50,93.8,1
f,50,95.5,3
f,50,96.4,5
f,50,97.8,10
f,50,98.8,15
f,50,100.2,25
f,50,103,50
f,50,105.8,75
f,50,107.3,85
f,50,108.4,90
f,50,110,95
f,50,111,97
f,50,113,99
f,51,94.3,1
f,51,96,3
f,51,96.9,5
f,51,98.4,10
f,51,99.3,15
f,51,100.8,25
f,51,103.5,50
f,51,106.3,75
f,51,107.9,85
f,51,108.9,90
f,51,110.5,95
f,51,111.6,97
f,51,113.5,99
f,52,94.9,1
f,52,96.6,3
f,52,97.5,5
f,52,98.9,10
f,52,99.9,15
f,52,101.3,25
f,52,104.1,50
f,52,106.9,75
f,52,108.4,85
f,52,109.5,90
f,52,111.1,95
f,52,112.1,97
f,52,114.1,99
f,53,95.4,1
f,53,97.1,3
f,53,98,5
f,53,99.4,10
f,53,100.4,15
f,53,101.8,25
f,53,104.6,50
f,53,107.4,75
f,53,109,85
f,53,110.1,90
f,53,111.6,95
f,53,112.7,97
f,53,114.7,99
f,54,95.9,1
f,54,97.6,3
f,54,98.5,5
f,54,99.9,10
f,54,100.9,15
f,54,102.4,25
f,54,105.1,50
f,54,108,75
f,54,109.5,85
f,54,110.6,90
f,54,112.2,95
f,54,113.3,97
f,54,115.3,99
f,55,96.4,1
f,55,98.1,3
f,55,99.1,5
f,55,100.5,10
f,55,101.5,15
f,55,102.9,25
f,55,105.7,50
f,55,108.5,75
f,55,110.1,85
f,55,111.2,90
f,55,112.8,95
f,55,113.8,97
f,55,115.9,99
f,56,97,1
f,56,98.7,3
f,56,99.6,5
f,56,101,10
f,56,102,15
f,56,103.4,25
f,56,106.2,50
f,56,109.1,75
f,56,110.7,85
f,56,111.7,90
f,56,113.3,95
f,56,114.4,97
f,56,116.4,99
f,57,97.5,1
f,57,99.2,3
f,57,100.1,5
f,57,101.5,10
f,57,102.5,15
f,57,104,25
f,57,106.8,50
f,57,109.6,75
f,57,111.2,85
f,57,112.3,90
f,57,113.9,95
f,57,115,97
f,57,117,99
f,58,98,1
f,58,99.7,3
f,58,100.6,5
f,58,102.1,10
f,58,103,15
f,58,104.5,25
f,58,107.3,50
f,58,110.2,75
f,58,111.8,85
f,58,112.8,90
f,58,114.5,95
f,58,115.5,97
f,58,117.6,99
f,59,98.5,1
f,59,100.2,3
f,59,101.2,5
f,59,102.6,10
f,59,103.6,15
f,59,105,25
f,59,107.8,50
f,59,110.7,75
f,59,112.3,85
f,59,113.4,90
f,59,115,95
f,59,116.1,97
f,59,118.2,99
f,60,99,1
f,60,100.7,3
f,60,101.7,5
f,60,103.1,10
f,60,104.1,15
f,60,105.6,25
f,60,108.4,50
f,60,111.3,75
f,60,112.9,85
f,60,114,90
f,60,115.6,95
f,60,116.7,97
f,60,118.7,99
f,61,99.5,1
f,61,101.2,3
f,61,102.2,5
f,61,103.6,10
f,61,104.6,15
f,61,106.1,25
f,61,108.9,50
f,61,111.8,75
f,61,113.4,85
f,61,114.5,90
f,61,116.1,95
f,61,117.2,97
f,61,119.3,99
f,62,100,1
f,62,101.7,3
f,62,102.7,5
f,62,104.1,10
f,62,105.1,15
f,62,106.6,25
f,62,109.4,50
f,62,112.4,75
f,62,114,85
f,62,115.1,90
f,62,116.7,95
f,62,117.8,97
f,62,119.9,99
f,63,100.5,1
f,63,102.2,3
f,63,103.2,5
f,63,104.6,10
f,63,105.6,15
f,63,107.1,25
f,63,110,50
f,63,112.9,75
f,63,114.5,85
f,63,115.6,90
f,63,117.3,95
f,63,118.3,97
f,63,120.4,99
f,64,101,1
f,64,102.7,3
f,64,103.7,5
f,64,105.2,10
f,64,106.2,15
f,64,107.7,25
f,64,110.5,50
f,64,113.4,75
f,64,115,85
f,64,116.2,90
f,64,117.8,95
f,64,118.9,97
f,64,121,99
f,65,101.5,1
f,65,103.3,3
f,65,104.2,5
f,65,105.7,10
f,65,106.7,15
f,65,108.2,25
f,65,111,50
f,65,114,75
f,65,115.6,85
f,65,116.7,90
f,65,118.4,95
f,65,119.5,97
f,65,121.5,99
f,66,102,1
f,66,103.7,3
f,66,104.7,5
f,66,106.2,10
f,66,107.2,15
f,66,108.7,25
f,66,111.6,50
f,66,114.5,75
f,66,116.1,85
f,66,117.3,90
f,66,118.9,95
f,66,120,97
f,66,122.1,99
f,67,102.4,1
f,67,104.2,3
f,67,105.2,5
f,67,106.7,10
f,67,107.7,15
f,67,109.2,25
f,67,112.1,50
f,67,115.1,75
f,67,116.7,85
f,67,117.8,90
f,67,119.5,95
f,67,120.6,97
f,67,122.7,99
f,68,102.9,1
f,68,104.7,3
f,68,105.7,5
f,68,107.2,10
f,68,108.2,15
f,68,109.7,25
f,68,112.6,50
f,68,115.6,75
f,68,117.2,85
f,68,118.4,90
f,68,120,95
f,68,121.1,97
f,68,123.2,99
f,69,103.4,1
f,69,105.2,3
f,69,106.1,5
f,69,107.7,10
f,69,108.7,15
f,69,110.2,25
f,69,113.2,50
f,69,116.1,75
f,69,117.8,85
f,69,118.9,90
f,69,120.6,95
f,69,121.7,97
f,69,123.8,99
f,70,103.8,1
f,70,105.6,3
f,70,106.6,5
f,70,108.2,10
f,70,109.2,15
f,70,110.7,25
f,70,113.7,50
f,70,116.7,75
f,70,118.3,85
f,70,119.4,90
f,70,121.1,95
f,70,122.2,97
f,70,124.3,99
f,71,104.3,1
f,71,106.1,3
f,71,107.1,5
f,71,108.6,10
f,71,109.7,15
f,71,111.3,25
f,71,114.2,50
f,71,117.2,75
f,71,118.9,85
f,71,120,90
f,71,121.7,95
f,71,122.8,97
f,71,124.9,99
f,72,104.7,1
f,72,106.6,3
f,72,107.6,5
f,72,109.1,10
f,72,110.2,15
f,72,111.8,25
f,72,114.7,50
f,72,117.8,75
f,72,119.4,85
f,72,120.5,90
f,72,122.2,95
f,72,123.3,97
f,72,125.5,99
f,73,105.2,1
f,73,107.1,3
f,73,108.1,5
f,73,109.6,10
f,73,110.7,15
f,73,112.3,25
f,73,115.2,50
f,73,118.3,75
f,73,120,85
f,73,121.1,90
f,73,122.8,95
f,73,123.9,97
f,73,126,99
f,74,105.6,1
f,74,107.5,3
f,74,108.5,5
f,74,110.1,10
f,74,111.2,15
f,74,112.8,25
f,74,115.8,50
f,74,118.8,75
f,74,120.5,85
f,74,121.6,90
f,74,123.3,95
f,74,124.5,97
f,74,126.6,99
f,75,106.1,1
f,75,108,3
f,75,109,5
f,75,110.6,10
f,75,111.7,15
f,75,113.3,25
f,75,116.3,50
f,75,119.4,75
f,75,121,85
f,75,122.2,90
f,75,123.9,95
f,75,125,97
f,75,127.2,99
f,76,106.6,1
f,76,108.5,3
f,76,109.5,5
f,76,111.1,10
f,76,112.2,15
f,76,113.8,25
f,76,116.8,50
f,76,119.9,75
f,76,121.6,85
f,76,122.7,90
f,76,124.5,95
f,76,125.6,97
f,76,127.7,99
f,77,107,1
f,77,108.9,3
f,77,110,5
f,77,111.6,10
f,77,112.6,15
f,77,114.3,25
f,77,117.3,50
f,77,120.4,75
f,77,122.1,85
f,77,123.3,90
f,77,125,95
f,77,126.1,97
f,77,128.3,99
f,78,107.5,1
f,78,109.4,3
f,78,110.4,5
f,78,112,10
f,78,113.1,15
f,78,114.8,25
f,78,117.8,50
f,78,121,75
f,78,122.7,85
f,78,123.8,90
f,78,125.6,95
f,78,126.7,97
f,78,128.9,99
f,79,107.9,1
f,79,109.9,3
f,79,110.9,5
f,79,112.5,10
f,79,113.6,15
f,79,115.2,25
f,79,118.3,50
f,79,121.5,75
f,79,123.2,85
f,79,124.4,90
f,79,126.1,95
f,79,127.3,97
f,79,129.5,99
f,80,108.4,1
f,80,110.3,3
f,80,111.4,5
f,80,113,10
f,80,114.1,15
f,80,115.7,25
f,80,118.8,50
f,80,122,75
f,80,123.7,85
f,80,124.9,90
f,80,126.7,95
f,80,127.9,97
f,80,130.1,99
f,81,108.8,1
f,81,110.8,3
f,81,111.8,5
f,81,113.4,10
f,81,114.6,15
f,81,116.2,25
f,81,119.3,50
f,81,122.5,75
f,81,124.3,85
f,81,125.5,90
f,81,127.3,95
f,81,128.4,97
f,81,130.7,99
f,82,109.3,1
f,82,111.2,3
f,82,112.3,5
f,82,113.9,10
f,82,115,15
f,82,116.7,25
f,82,119.8,50
f,82,123.1,75
f,82,124.8,85
f,82,126,90
f,82,127.8,95
f,82,129,97
f,82,131.3,99
f,83,109.7,1
f,83,111.7,3
f,83,112.8,5
f,83,114.4,10
f,83,115.5,15
f,83,117.2,25
f,83,120.3,50
f,83,123.6,75
f,83,125.3,85
f,83,126.6,90
f,83,128.4,95
f,83,129.6,97
f,83,131.9,99
f,84,110.2,1
f,84,112.2,3
f,84,113.2,5
f,84,114.8,10
f,84,116,15
f,84,117.6,25
f,84,120.8,50
f,84,124.1,75
f,84,125.9,85
f,84,127.1,90
f,84,128.9,95
f,84,130.2,97
f,84,132.5,99
f,85,110.6,1
f,85,112.6,3
f,85,113.7,5
f,85,115.3,10
f,85,116.4,15
f,85,118.1,25
f,85,121.3,50
f,85,124.6,75
f,85,126.4,85
f,85,127.6,90
f,85,129.5,95
f,85,130.7,97
f,85,133.1,99
f,86,111.1,1
f,86,113.1,3
f,86,114.1,5
f,86,115.8,10
f,86,116.9,15
f,86,118.6,25
f,86,121.8,50
f,86,125.1,75
f,86,126.9,85
f,86,128.2,90
f,86,130.1,95
f,86,131.3,97
f,86,133.7,99
f,87,111.5,1
f,87,113.5,3
f,87,114.6,5
f,87,116.2,10
f,87,117.4,15
f,87,119,25
f,87,122.3,50
f,87,125.6,75
f,87,127.5,85
f,87,128.7,90
f,87,130.6,95
f,87,131.9,97
f,87,134.3,99
f,88,112,1
f,88,114,3
f,88,115,5
f,88,116.7,10
f,88,117.8,15
f,88,119.5,25
f,88,122.8,50
f,88,126.1,75
f,88,128,85
f,88,129.3,90
f,88,131.2,95
f,88,132.5,97
f,88,134.9,99
f,89,112.4,1
f,89,114.4,3
f,89,115.5,5
f,89,117.1,10
f,89,118.3,15
f,89,120,25
f,89,123.3,50
f,89,126.7,75
f,89,128.5,85
f,89,129.8,90
f,89,131.8,95
f,89,133,97
f,89,135.5,99
f,90,112.9,1
f,90,114.8,3
f,90,115.9,5
f,90,117.6,10
f,90,118.7,15
f,90,120.5,25
f,90,123.8,50
f,90,127.2,75
f,90,129.1,85
f,90,130.4,90
f,90,132.3,95
f,90,133.6,97
f,90,136.1,99
f,91,113.3,1
f,91,115.3,3
f,91,116.4,5
f,91,118,10
f,91,119.2,15
f,91,120.9,25
f,91,124.2,50
f,91,127.7,75
f,91,129.6,85
f,91,130.9,90
f,91,132.9,95
f,91,134.2,97
f,91,136.7,99
f,92,113.7,1
f,92,115.7,3
f,92,116.8,5
f,92,118.5,10
f,92,119.6,15
f,92,121.4,25
f,92,124.7,50
f,92,128.2,75
f,92,130.1,85
f,92,131.4,90
f,92,133.4,95
f,92,134.8,97
f,92,137.3,99
f,93,114.2,1
f,93,116.2,3
f,93,117.2,5
f,93,118.9,10
f,93,120.1,15
f,93,121.8,25
f,93,125.2,50
f,93,128.7,75
f,93,130.6,85
f,93,132,90
f,93,134,95
f,93,135.3,97
f,93,137.9,99
f,94,114.6,1
f,94,116.6,3
f,94,117.7,5
f,94,119.4,10
f,94,120.6,15
f,94,122.3,25
f,94,125.7,50
f,94,129.2,75
f,94,131.2,85
f,94,132.5,90
f,94,134.6,95
f,94,135.9,97
f,94,138.5,99
f,95,115,1
f,95,117,3
f,95,118.1,5
f,95,119.8,10
f,95,121,15
f,95,122.8,25
f,95,126.2,50
f,95,129.7,75
f,95,131.7,85
f,95,133.1,90
f,95,135.1,95
f,95,136.5,97
f,95,139.1,99
f,96,115.5,1
f,96,117.5,3
f,96,118.6,5
f,96,120.3,10
f,96,121.5,15
f,96,123.2,25
f,96,126.7,50
f,96,130.2,75
f,96,132.2,85
f,96,133.6,90
f,96,135.7,95
f,96,137.1,97
f,96,139.7,99
f,97,115.9,1
f,97,117.9,3
f,97,119,5
f,97,120.7,10
f,97,121.9,15
f,97,123.7,25
f,97,127.2,50
f,97,130.8,75
f,97,132.8,85
f,97,134.1,90
f,97,136.2,95
f,97,137.6,97
f,97,140.3,99
f,98,116.3,1
f,98,118.4,3
f,98,119.5,5
f,98,121.2,10
f,98,122.4,15
f,98,124.2,25
f,98,127.6,50
f,98,131.3,75
f,98,133.3,85
f,98,134.7,90
f,98,136.8,95
f,98,138.2,97
f,98,140.9,99
f,99,116.8,1
f,99,118.8,3
f,99,119.9,5
f,99,121.7,10
f,99,122.9,15
f,99,124.7,25
f,99,128.1,50
f,99,131.8,75
f,99,133.8,85
f,99,135.2,90
f,99,137.4,95
f,99,138.8,97
f,99,141.5,99
f,100,117.2,1
f,100,119.3,3
f,100,120.4,5
f,100,122.1,10
f,100,123.3,15
f,100,125.1,25
f,100,128.6,50
f,100,132.3,75
f,100,134.4,85
f,100,135.8,90
f,100,137.9,95
f,100,139.4,97
f,100,142.1,99
f,101,117.6,1
f,101,119.7,3
f,101,120.8,5
f,101,122.6,10
f,101,123.8,15
f,101,125.6,25
f,101,129.1,50
f,101,132.8,75
f,101,134.9,85
f,101,136.3,90
f,101,138.5,95
f,101,139.9,97
f,101,142.7,99
f,102,118.1,1
f,102,120.1,3
f,102,121.3,5
f,102,123,10
f,102,124.2,15
f,102,126.1,25
f,102,129.6,50
f,102,133.3,75
f,102,135.4,85
f,102,136.9,90
f,102,139.1,95
f,102,140.5,97
f,102,143.3,99
f,103,118.5,1
f,103,120.6,3
f,103,121.7,5
f,103,123.5,10
f,103,124.7,15
f,103,126.5,25
f,103,130.1,50
f,103,133.9,75
f,103,136,85
f,103,137.4,90
f,103,139.6,95
f,103,141.1,97
f,103,144,99
f,104,119,1
f,104,121,3
f,104,122.2,5
f,104,123.9,10
f,104,125.2,15
f,104,127,25
f,104,130.6,50
f,104,134.4,75
f,104,136.5,85
f,104,138,90
f,104,140.2,95
f,104,141.7,97
f,104,144.6,99
f,105,119.4,1
f,105,121.5,3
f,105,122.6,5
f,105,124.4,10
f,105,125.6,15
f,105,127.5,25
f,105,131.1,50
f,105,134.9,75
f,105,137.1,85
f,105,138.5,90
f,105,140.8,95
f,105,142.3,97
f,105,145.2,99
f,106,119.8,1
f,106,121.9,3
f,106,123.1,5
f,106,124.9,10
f,106,126.1,15
f,106,128,25
f,106,131.6,50
f,106,135.5,75
f,106,137.6,85
f,106,139.1,90
f,106,141.4,95
f,106,142.9,97
f,106,145.8,99
f,107,120.3,1
f,107,122.4,3
f,107,123.5,5
f,107,125.3,10
f,107,126.6,15
f,107,128.5,25
f,107,132.1,50
f,107,136,75
f,107,138.2,85
f,107,139.7,90
f,107,141.9,95
f,107,143.5,97
f,107,146.4,99
f,108,120.7,1
f,108,122.8,3
f,108,124,5
f,108,125.8,10
f,108,127.1,15
f,108,129,25
f,108,132.6,50
f,108,136.5,75
f,108,138.7,85
f,108,140.2,90
f,108,142.5,95
f,108,144.1,97
f,108,147,99
f,109,121.1,1
f,109,123.3,3
f,109,124.4,5
f,109,126.3,10
f,109,127.5,15
f,109,129.5,25
f,109,133.2,50
f,109,137.1,75
f,109,139.3,85
f,109,140.8,90
f,109,143.1,95
f,109,144.7,97
f,109,147.6,99
f,110,121.5,1
f,110,123.7,3
f,110,124.9,5
f,110,126.7,10
f,110,128,15
f,110,129.9,25
f,110,133.7,50
f,110,137.6,75
f,110,139.8,85
f,110,141.4,90
f,110,143.7,95
f,110,145.2,97
f,110,148.3,99
f,111,122,1
f,111,124.1,3
f,111,125.3,5
f,111,127.2,10
f,111,128.5,15
f,111,130.4,25
f,111,134.2,50
f,111,138.2,75
f,111,140.4,85
f,111,141.9,90
f,111,144.3,95
f,111,145.8,97
f,111,148.9,99
f,112,122.4,1
f,112,124.6,3
f,112,125.8,5
f,112,127.7,10
f,112,129,15
f,112,130.9,25
f,112,134.7,50
f,112,138.7,75
f,112,141,85
f,112,142.5,90
f,112,144.9,95
f,112,146.4,97
f,112,149.5,99
f,113,122.8,1
f,113,125,3
f,113,126.2,5
f,113,128.1,10
f,113,129.5,15
f,113,131.4,25
f,113,135.3,50
f,113,139.3,75
f,113,141.5,85
f,113,143.1,90
f,113,145.5,95
f,113,147,97
f,113,150.1,99
f,114,123.2,1
f,114,125.5,3
f,114,126.7,5
f,114,128.6,10
f,114,130,15
f,114,132,25
f,114,135.8,50
f,114,139.9,75
f,114,142.1,85
f,114,143.7,90
f,114,146.1,95
f,114,147.6,97
f,114,150.7,99
f,115,123.6,1
f,115,125.9,3
f,115,127.2,5
f,115,129.1,10
f,115,130.5,15
f,115,132.5,25
f,115,136.4,50
f,115,140.4,75
f,115,142.7,85
f,115,144.3,90
f,115,146.6,95
f,115,148.2,97
f,115,151.3,99
f,116,124.1,1
f,116,126.4,3
f,116,127.6,5
f,116,129.6,10
f,116,131,15
f,116,133,25
f,116,136.9,50
f,116,141,75
f,116,143.3,85
f,116,144.9,90
f,116,147.2,95
f,116,148.8,97
f,116,151.9,99
f,117,124.5,1
f,117,126.8,3
f,117,128.1,5
f,117,130.1,10
f,117,131.5,15
f,117,133.5,25
f,117,137.5,50
f,117,141.6,75
f,117,143.9,85
f,117,145.4,90
f,117,147.8,95
f,117,149.4,97
f,117,152.4,99
f,118,124.9,1
f,118,127.3,3
f,118,128.6,5
f,118,130.6,10
f,118,132,15
f,118,134,25
f,118,138,50
f,118,142.2,75
f,118,144.4,85
f,118,146,90
f,118,148.4,95
f,118,150,97
f,118,153,99
f,119,125.3,1
f,119,127.7,3
f,119,129,5
f,119,131.1,10
f,119,132.5,15
f,119,134.5,25
f,119,138.6,50
f,119,142.7,75
f,119,145,85
f,119,146.6,90
f,119,149,95
f,119,150.6,97
f,119,153.6,99
f,120,125.7,1
f,120,128.2,3
f,120,129.5,5
f,120,131.6,10
f,120,133,15
f,120,135.1,25
f,120,139.1,50
f,120,143.3,75
f,120,145.6,85
f,120,147.2,90
f,120,149.6,95
f,120,151.2,97
f,120,154.2,99
f,121,126.2,1
f,121,128.6,3
f,121,130,5
f,121,132.1,10
f,121,133.5,15
f,121,135.6,25
f,121,139.7,50
f,121,143.9,75
f,121,146.2,85
f,121,147.8,90
f,121,150.2,95
f,121,151.7,97
f,121,154.7,99
f,122,126.6,1
f,122,129.1,3
f,122,130.4,5
f,122,132.6,10
f,122,134,15
f,122,136.1,25
f,122,140.2,50
f,122,144.5,75
f,122,146.8,85
f,122,148.4,90
f,122,150.7,95
f,122,152.3,97
f,122,155.3,99
f,123,127,1
f,123,129.5,3
f,123,130.9,5
f,123,133,10
f,123,134.5,15
f,123,136.7,25
f,123,140.8,50
f,123,145,75
f,123,147.3,85
f,123,148.9,90
f,123,151.3,95
f,123,152.9,97
f,123,155.8,99
f,124,127.4,1
f,124,130,3
f,124,131.4,5
f,124,133.5,10
f,124,135,15
f,124,137.2,25
f,124,141.4,50
f,124,145.6,75
f,124,147.9,85
f,124,149.5,90
f,124,151.9,95
f,124,153.4,97
f,124,156.4,99
f,125,127.8,1
f,125,130.5,3
f,125,131.9,5
f,125,134,10
f,125,135.5,15
f,125,137.7,25
f,125,141.9,50
f,125,146.2,75
f,125,148.5,85
f,125,150.1,90
f,125,152.5,95
f,125,154,97
f,125,157,99
f,126,128.3,1
f,126,130.9,3
f,126,132.3,5
f,126,134.6,10
f,126,136,15
f,126,138.3,25
f,126,142.5,50
f,126,146.7,75
f,126,149.1,85
f,126,150.6,90
f,126,153,95
f,126,154.5,97
f,126,157.5,99
f,127,128.7,1
f,127,131.4,3
f,127,132.8,5
f,127,135.1,10
f,127,136.6,15
f,127,138.8,25
f,127,143,50
f,127,147.3,75
f,127,149.6,85
f,127,151.2,90
f,127,153.5,95
f,127,155.1,97
f,127,158,99
f,128,129.1,1
f,128,131.9,3
f,128,133.3,5
f,128,135.6,10
f,128,137.1,15
f,128,139.3,25
f,128,143.6,50
f,128,147.8,75
f,128,150.2,85
f,128,151.7,90
f,128,154.1,95
f,128,155.6,97
f,128,158.5,99
f,129,129.6,1
f,129,132.3,3
